knowledge_type,entity_id,shop_id,context_text,metadata_json
customer,558ece4b-3468-4c7c-b6cb-7f2888947611,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 494 with email customer494@test.com. Total orders 5. Lifetime spend 648.0.,"{""type"": ""customer""}"
customer,934a3cea-c3d5-4c0f-8526-ec6672b01d38,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 630 with email customer630@test.com. Total orders 5. Lifetime spend 500.05.,"{""type"": ""customer""}"
customer,40d8616d-313c-41e5-9a73-3eee7428ee7d,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 149 with email customer149@test.com. Total orders 5. Lifetime spend 597.48.,"{""type"": ""customer""}"
customer,6b402f17-91a8-4877-a2f4-51f9adff8b21,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 586 with email customer586@test.com. Total orders 5. Lifetime spend 455.43.,"{""type"": ""customer""}"
customer,63562dad-6ef5-46d1-8cff-75b356951c13,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 942 with email customer942@test.com. Total orders 5. Lifetime spend 622.53.,"{""type"": ""customer""}"
customer,590cc2d8-ee9e-46fb-bf14-42e0abb72326,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 799 with email customer799@test.com. Total orders 5. Lifetime spend 307.9.,"{""type"": ""customer""}"
customer,867798a0-7f9b-4de6-ac61-5e41bbfed443,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 200 with email customer200@test.com. Total orders 5. Lifetime spend 447.4.,"{""type"": ""customer""}"
customer,f5d57aa8-ed98-42eb-a1b3-2ee2ed03aa6f,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 772 with email customer772@test.com. Total orders 5. Lifetime spend 184.31.,"{""type"": ""customer""}"
customer,b4ea3ab6-a37d-4343-9196-8ba844a38623,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 644 with email customer644@test.com. Total orders 5. Lifetime spend 577.61.,"{""type"": ""customer""}"
customer,0397e67c-9913-4d83-a2a5-89d769dfc21a,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 621 with email customer621@test.com. Total orders 5. Lifetime spend 390.14.,"{""type"": ""customer""}"
customer,5b68fcbe-5380-4737-bc73-8512f83ab31d,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 578 with email customer578@test.com. Total orders 5. Lifetime spend 430.17.,"{""type"": ""customer""}"
customer,2d1c3830-fb38-4170-b03d-b1d0e59e8e6b,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 851 with email customer851@test.com. Total orders 5. Lifetime spend 244.33.,"{""type"": ""customer""}"
customer,d8037080-7d8b-4510-acd9-07bb55e20a57,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 128 with email customer128@test.com. Total orders 5. Lifetime spend 473.71.,"{""type"": ""customer""}"
customer,247caa8a-a3e5-4359-a8f5-9e09e3998825,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 379 with email customer379@test.com. Total orders 5. Lifetime spend 526.6.,"{""type"": ""customer""}"
customer,95b519f0-f5ed-4c81-84bf-079803931c69,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 232 with email customer232@test.com. Total orders 5. Lifetime spend 579.16.,"{""type"": ""customer""}"
customer,ebc4af55-a703-4c26-8bea-fec020045712,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 405 with email customer405@test.com. Total orders 5. Lifetime spend 461.75.,"{""type"": ""customer""}"
customer,3daeb4ae-8a94-4c55-aa77-351135cfaeff,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 922 with email customer922@test.com. Total orders 5. Lifetime spend 471.04.,"{""type"": ""customer""}"
customer,dadee005-f087-4649-b803-47191f0d5eea,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 233 with email customer233@test.com. Total orders 5. Lifetime spend 347.41.,"{""type"": ""customer""}"
customer,be259b5f-104e-4504-a26d-f50f2a669b49,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 919 with email customer919@test.com. Total orders 5. Lifetime spend 589.13.,"{""type"": ""customer""}"
customer,56a6f716-a0e6-4a2a-934a-80bbd69ebb06,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 398 with email customer398@test.com. Total orders 5. Lifetime spend 244.55.,"{""type"": ""customer""}"
customer,59c84317-f23c-4707-9d31-d3124d734119,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 890 with email customer890@test.com. Total orders 5. Lifetime spend 311.97.,"{""type"": ""customer""}"
customer,ccada5f8-fa65-4bcd-959d-9342ae1f7388,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 660 with email customer660@test.com. Total orders 5. Lifetime spend 410.4.,"{""type"": ""customer""}"
customer,420ab994-a0e4-4b11-969c-5c38c74e64e7,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 832 with email customer832@test.com. Total orders 5. Lifetime spend 566.8.,"{""type"": ""customer""}"
customer,15be8937-084c-4643-b08f-fdbf5cf84806,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 477 with email customer477@test.com. Total orders 5. Lifetime spend 366.55.,"{""type"": ""customer""}"
customer,788031e1-6856-4d66-810c-ef27c5efe5b3,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 828 with email customer828@test.com. Total orders 5. Lifetime spend 620.46.,"{""type"": ""customer""}"
customer,15240a04-4d94-412a-9ee7-57a11ddb57d5,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 19 with email customer19@test.com. Total orders 5. Lifetime spend 536.73.,"{""type"": ""customer""}"
customer,8a3ba819-b28f-425b-9707-ae0fd3799fbc,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 997 with email customer997@test.com. Total orders 5. Lifetime spend 528.61.,"{""type"": ""customer""}"
customer,31cba5a7-91de-45a7-a957-6177959c3192,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 78 with email customer78@test.com. Total orders 5. Lifetime spend 486.72.,"{""type"": ""customer""}"
customer,1ec93de6-ea36-435b-b162-3a46409c4f0f,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 488 with email customer488@test.com. Total orders 5. Lifetime spend 461.33.,"{""type"": ""customer""}"
customer,1aff29ea-9033-492a-ae3a-f8df43273ff1,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 659 with email customer659@test.com. Total orders 5. Lifetime spend 310.44.,"{""type"": ""customer""}"
customer,2bb23b55-3b8a-495b-a79d-42fc19936aad,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 558 with email customer558@test.com. Total orders 5. Lifetime spend 383.52.,"{""type"": ""customer""}"
customer,6f92d443-feb5-4cc5-bcd8-871298fe0173,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 172 with email customer172@test.com. Total orders 5. Lifetime spend 678.78.,"{""type"": ""customer""}"
customer,2363ed06-8028-4edd-a3f2-6d7ec12fed9f,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 786 with email customer786@test.com. Total orders 5. Lifetime spend 421.36.,"{""type"": ""customer""}"
customer,ae7b56b7-f09a-4700-aaf7-97ea9c26dae7,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 552 with email customer552@test.com. Total orders 5. Lifetime spend 292.67.,"{""type"": ""customer""}"
customer,289a79ef-6be5-4f80-a6a2-1c6ce04f8f0c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 738 with email customer738@test.com. Total orders 5. Lifetime spend 704.7.,"{""type"": ""customer""}"
customer,da00580d-047c-4d82-a64f-b7c961650001,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 934 with email customer934@test.com. Total orders 5. Lifetime spend 430.71.,"{""type"": ""customer""}"
customer,7f2e7d0e-2a15-41c7-9638-c823a60eeb6e,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 390 with email customer390@test.com. Total orders 5. Lifetime spend 344.84.,"{""type"": ""customer""}"
customer,85a5d270-3080-4ed4-bd43-7d7df91ae202,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 235 with email customer235@test.com. Total orders 5. Lifetime spend 605.96.,"{""type"": ""customer""}"
customer,dd128584-3cb5-4504-b449-a9147517c625,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 7 with email customer7@test.com. Total orders 5. Lifetime spend 622.58.,"{""type"": ""customer""}"
customer,c0cac111-3075-4aba-b023-9ec099f81961,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 302 with email customer302@test.com. Total orders 5. Lifetime spend 587.26.,"{""type"": ""customer""}"
customer,da7b7273-ec14-411e-8550-36a70c376b9c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 677 with email customer677@test.com. Total orders 5. Lifetime spend 695.59.,"{""type"": ""customer""}"
customer,8caf13f7-8fbd-458d-88a9-a88f984f3811,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 460 with email customer460@test.com. Total orders 5. Lifetime spend 526.39.,"{""type"": ""customer""}"
customer,6cbba591-668f-40af-a371-3f449d4abe06,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 80 with email customer80@test.com. Total orders 5. Lifetime spend 508.13.,"{""type"": ""customer""}"
customer,edf1da3b-ad94-4f10-9f53-d0456b15af43,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 918 with email customer918@test.com. Total orders 5. Lifetime spend 479.65.,"{""type"": ""customer""}"
customer,e31c8f2a-adc6-4915-a4f5-4c262db5ef3c,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 791 with email customer791@test.com. Total orders 5. Lifetime spend 472.94.,"{""type"": ""customer""}"
customer,ed6baba8-e6a7-4768-88a7-25ad9a02d72e,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 759 with email customer759@test.com. Total orders 5. Lifetime spend 219.0.,"{""type"": ""customer""}"
customer,d8f48dc2-a020-4460-a6bb-fe485c336ebc,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 566 with email customer566@test.com. Total orders 5. Lifetime spend 537.46.,"{""type"": ""customer""}"
customer,1f2ed2f1-5282-4b66-8a23-d52593e811a2,3107dcbe-487b-4d2a-ac6c-893a3b081045,Customer Customer 166 with email customer166@test.com. Total orders 5. Lifetime spend 542.1.,"{""type"": ""customer""}"
